new_index,County,BU / ACRE
1980-Martin County,MARTIN,38.0
1980-Mcleod County,MCLEOD,33.0
1980-Meeker County,MEEKER,32.0
1980-Mille Lacs County,MILLE LACS,27.0
1980-Morrison County,MORRISON,17.0
1980-Murray County,MURRAY,32.0
1980-Nicollet County,NICOLLET,35.0
1980-Nobles County,NOBLES,31.0
1980-Norman County,NORMAN,18.0
1980-Otter Tail County,OTTER TAIL,23.0
1980-Pine County,PINE,21.0
1980-Pipestone County,PIPESTONE,34.0
1980-Polk County,POLK,21.0
1980-Pope County,POPE,26.0
1980-Ramsey County,RAMSEY,28.0
1980-Redwood County,REDWOOD,33.0
1980-Renville County,RENVILLE,32.0
1980-Rice County,RICE,32.0
1980-Rock County,ROCK,36.0
1980-Roseau County,ROSEAU,17.0
1980-Scott County,SCOTT,29.0
1980-Sherburne County,SHERBURNE,30.0
1980-Sibley County,SIBLEY,32.0
1980-Stearns County,STEARNS,26.0
1980-Steele County,STEELE,34.0
1980-Stevens County,STEVENS,29.0
1980-Swift County,SWIFT,26.0
1980-Todd County,TODD,29.0
1980-Traverse County,TRAVERSE,23.0
1980-Wadena County,WADENA,25.0
1980-Waseca County,WASECA,34.0
1980-Washington County,WASHINGTON,31.0
1980-Watonwan County,WATONWAN,34.0
1980-Wilkin County,WILKIN,22.0
1980-Wright County,WRIGHT,32.0
1980-Yellow Medicine County,YELLOW MEDICINE,33.0
1981-Aitkin County,AITKIN,18.0
1981-Anoka County,ANOKA,25.0
1981-Becker County,BECKER,25.0
1981-Beltrami County,BELTRAMI,23.0
1981-Benton County,BENTON,25.0
1981-Big Stone County,BIG STONE,27.0
1981-Blue Earth County,BLUE EARTH,23.6
1981-Brown County,BROWN,28.3
1981-Carver County,CARVER,42.0
1981-Cass County,CASS,24.0
1981-Chippewa County,CHIPPEWA,27.0
1981-Chisago County,CHISAGO,23.0
1981-Clay County,CLAY,31.0
1981-Cottonwood County,COTTONWOOD,36.0
1981-Crow Wing County,CROW WING,20.0
1981-Douglas County,DOUGLAS,24.0
1981-Faribault County,FARIBAULT,29.2
1981-Freeborn County,FREEBORN,28.3
1981-Grant County,GRANT,28.0
1981-Hennepin County,HENNEPIN,33.0
1981-Hubbard County,HUBBARD,25.0
1981-Isanti County,ISANTI,22.0
1981-Itasca County,ITASCA,25.0
1981-Jackson County,JACKSON,36.0
1981-Kanabec County,KANABEC,25.0
1981-Kandiyohi County,KANDIYOHI,33.0
1981-Kittson County,KITTSON,31.0
1981-Koochiching County,KOOCHICHING,24.0
1981-Lac Qui Parle County,LAC QUI PARLE,26.0
1981-Lake Of The Woods County,LAKE OF THE WOODS,25.0
1981-Le Sueur County,LE SUEUR,33.0
1981-Lincoln County,LINCOLN,30.3
1981-Lyon County,LYON,32.2
1981-Mahnomen County,MAHNOMEN,27.0
1981-Marshall County,MARSHALL,33.0
1981-Martin County,MARTIN,34.9
1981-Mcleod County,MCLEOD,33.0
1981-Meeker County,MEEKER,36.0
1981-Mille Lacs County,MILLE LACS,25.0
1981-Morrison County,MORRISON,28.0
1981-Murray County,MURRAY,33.1
1981-Nicollet County,NICOLLET,33.0
1981-Nobles County,NOBLES,34.1
1981-Norman County,NORMAN,31.0
1981-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,27.0
1981-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,25.0
1981-Otter Tail County,OTTER TAIL,33.0
1981-Pine County,PINE,18.0
1981-Pipestone County,PIPESTONE,29.4
1981-Polk County,POLK,30.0
1981-Pope County,POPE,32.0
1981-Red Lake County,RED LAKE,29.0
1981-Redwood County,REDWOOD,29.3
1981-Renville County,RENVILLE,34.0
1981-Rice County,RICE,36.8
1981-Rock County,ROCK,36.9
1981-Scott County,SCOTT,37.0
1981-Sherburne County,SHERBURNE,28.0
1981-Sibley County,SIBLEY,36.0
1981-Stearns County,STEARNS,29.0
1981-Steele County,STEELE,34.9
1981-Stevens County,STEVENS,33.0
1981-Swift County,SWIFT,31.0
1981-Todd County,TODD,27.0
1981-Traverse County,TRAVERSE,25.0
1981-Wadena County,WADENA,32.0
1981-Waseca County,WASECA,32.0
1981-Washington County,WASHINGTON,35.0
1981-Watonwan County,WATONWAN,29.2
1981-Wilkin County,WILKIN,28.0
1981-Wright County,WRIGHT,34.0
1981-Yellow Medicine County,YELLOW MEDICINE,33.0
1982-Aitkin County,AITKIN,24.0
1982-Anoka County,ANOKA,28.0
1982-Becker County,BECKER,25.0
1982-Benton County,BENTON,28.0
1982-Big Stone County,BIG STONE,27.0
1982-Blue Earth County,BLUE EARTH,37.8
1982-Brown County,BROWN,38.7
1982-Carver County,CARVER,35.0
1982-Chippewa County,CHIPPEWA,35.0
1982-Chisago County,CHISAGO,22.0
1982-Clay County,CLAY,27.0
1982-Cottonwood County,COTTONWOOD,38.3
1982-Crow Wing County,CROW WING,18.0
1982-Douglas County,DOUGLAS,31.0
1982-Faribault County,FARIBAULT,36.9
1982-Freeborn County,FREEBORN,36.7
1982-Grant County,GRANT,33.0
1982-Hennepin County,HENNEPIN,36.0
1982-Isanti County,ISANTI,22.0
1982-Jackson County,JACKSON,39.3
1982-Kanabec County,KANABEC,24.0
1982-Kandiyohi County,KANDIYOHI,38.0
1982-Kittson County,KITTSON,20.0
1982-Lac Qui Parle County,LAC QUI PARLE,28.0
1982-Le Sueur County,LE SUEUR,34.5
1982-Lincoln County,LINCOLN,31.2
1982-Lyon County,LYON,37.3
1982-Mahnomen County,MAHNOMEN,20.0
1982-Marshall County,MARSHALL,16.0
1982-Martin County,MARTIN,38.8
1982-Mcleod County,MCLEOD,37.0
1982-Meeker County,MEEKER,35.0
1982-Mille Lacs County,MILLE LACS,27.0
1982-Morrison County,MORRISON,20.0
1982-Murray County,MURRAY,36.3
1982-Nicollet County,NICOLLET,38.8
1982-Nobles County,NOBLES,34.3
1982-Norman County,NORMAN,25.0
1982-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,17.0
1982-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,25.3
1982-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,28.0
1982-Otter Tail County,OTTER TAIL,35.0
1982-Pine County,PINE,22.0
1982-Pipestone County,PIPESTONE,35.1
1982-Polk County,POLK,18.0
1982-Pope County,POPE,31.0
1982-Red Lake County,RED LAKE,16.0
1982-Redwood County,REDWOOD,36.3
1982-Renville County,RENVILLE,37.3
1982-Rice County,RICE,34.5
1982-Rock County,ROCK,35.1
1982-Scott County,SCOTT,34.0
1982-Sherburne County,SHERBURNE,32.0
1982-Sibley County,SIBLEY,37.0
1982-Stearns County,STEARNS,31.0
1982-Steele County,STEELE,33.0
1982-Stevens County,STEVENS,33.0
1982-Swift County,SWIFT,35.0
1982-Todd County,TODD,31.0
1982-Traverse County,TRAVERSE,25.0
1982-Wadena County,WADENA,30.0
1982-Waseca County,WASECA,36.9
1982-Washington County,WASHINGTON,23.0
1982-Watonwan County,WATONWAN,41.1
1982-Wilkin County,WILKIN,29.0
1982-Wright County,WRIGHT,33.0
1982-Yellow Medicine County,YELLOW MEDICINE,38.0
1983-Anoka County,ANOKA,26.0
1983-Becker County,BECKER,35.0
1983-Benton County,BENTON,26.0
1983-Big Stone County,BIG STONE,32.0
1983-Blue Earth County,BLUE EARTH,36.0
1983-Brown County,BROWN,36.0
1983-Carver County,CARVER,38.0
1983-Chippewa County,CHIPPEWA,30.5
1983-Chisago County,CHISAGO,26.0
1983-Clay County,CLAY,34.0
1983-Clearwater County,CLEARWATER,26.0
1983-Cottonwood County,COTTONWOOD,32.0
1983-Crow Wing County,CROW WING,20.0
1983-Douglas County,DOUGLAS,32.0
1983-Faribault County,FARIBAULT,34.0
1983-Freeborn County,FREEBORN,34.0
1983-Grant County,GRANT,33.0
1983-Hennepin County,HENNEPIN,32.0
1983-Isanti County,ISANTI,29.0
1983-Jackson County,JACKSON,33.0
1983-Kanabec County,KANABEC,25.0
1983-Kandiyohi County,KANDIYOHI,34.0
1983-Kittson County,KITTSON,19.0
1983-Lac Qui Parle County,LAC QUI PARLE,29.0
1983-Le Sueur County,LE SUEUR,31.0
1983-Lincoln County,LINCOLN,30.0
1983-Lyon County,LYON,32.0
1983-Mahnomen County,MAHNOMEN,25.0
1983-Marshall County,MARSHALL,26.0
1983-Martin County,MARTIN,35.0
1983-Mcleod County,MCLEOD,37.0
1983-Meeker County,MEEKER,31.0
1983-Mille Lacs County,MILLE LACS,30.0
1983-Morrison County,MORRISON,29.0
1983-Murray County,MURRAY,31.0
1983-Nicollet County,NICOLLET,32.0
1983-Nobles County,NOBLES,31.0
1983-Norman County,NORMAN,31.0
1983-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,29.0
1983-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,22.3
1983-Otter Tail County,OTTER TAIL,30.0
1983-Pennington County,PENNINGTON,15.0
1983-Pine County,PINE,25.0
1983-Pipestone County,PIPESTONE,30.0
1983-Polk County,POLK,27.0
1983-Pope County,POPE,34.0
1983-Ramsey County,RAMSEY,26.0
1983-Red Lake County,RED LAKE,23.0
1983-Redwood County,REDWOOD,35.0
1983-Renville County,RENVILLE,38.0
1983-Rice County,RICE,34.0
1983-Rock County,ROCK,35.0
1983-Roseau County,ROSEAU,29.0
1983-Scott County,SCOTT,32.0
1983-Sherburne County,SHERBURNE,23.0
1983-Sibley County,SIBLEY,32.0
1983-Stearns County,STEARNS,33.0
1983-Steele County,STEELE,34.0
1983-Stevens County,STEVENS,33.0
1983-Swift County,SWIFT,34.0
1983-Todd County,TODD,25.0
1983-Traverse County,TRAVERSE,30.0
1983-Wadena County,WADENA,16.0
1983-Waseca County,WASECA,36.0
1983-Washington County,WASHINGTON,33.0
1983-Watonwan County,WATONWAN,36.0
1983-Wilkin County,WILKIN,30.0
1983-Wright County,WRIGHT,29.0
1983-Yellow Medicine County,YELLOW MEDICINE,32.0
1984-Anoka County,ANOKA,25.0
1984-Becker County,BECKER,25.0
1984-Benton County,BENTON,22.0
1984-Big Stone County,BIG STONE,30.0
1984-Blue Earth County,BLUE EARTH,38.0
1984-Brown County,BROWN,37.0
1984-Carver County,CARVER,38.0
1984-Chippewa County,CHIPPEWA,31.0
1984-Chisago County,CHISAGO,24.0
1984-Clay County,CLAY,23.0
1984-Clearwater County,CLEARWATER,25.0
1984-Cottonwood County,COTTONWOOD,37.0
1984-Crow Wing County,CROW WING,22.0
1984-Douglas County,DOUGLAS,29.0
1984-Faribault County,FARIBAULT,36.0
1984-Freeborn County,FREEBORN,35.0
1984-Grant County,GRANT,29.0
1984-Hennepin County,HENNEPIN,28.0
1984-Isanti County,ISANTI,22.0
1984-Jackson County,JACKSON,34.0
1984-Kanabec County,KANABEC,18.0
1984-Kandiyohi County,KANDIYOHI,31.0
1984-Kittson County,KITTSON,22.0
1984-Lac Qui Parle County,LAC QUI PARLE,28.0
1984-Le Sueur County,LE SUEUR,38.0
1984-Lincoln County,LINCOLN,26.0
1984-Lyon County,LYON,32.0
1984-Mahnomen County,MAHNOMEN,25.0
1984-Marshall County,MARSHALL,24.0
1984-Martin County,MARTIN,38.0
1984-Mcleod County,MCLEOD,37.0
1984-Meeker County,MEEKER,30.0
1984-Mille Lacs County,MILLE LACS,25.0
1984-Morrison County,MORRISON,25.0
1984-Murray County,MURRAY,32.0
1984-Nicollet County,NICOLLET,40.0
1984-Nobles County,NOBLES,32.0
1984-Norman County,NORMAN,24.0
1984-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,21.0
1984-Otter Tail County,OTTER TAIL,24.0
1984-Pennington County,PENNINGTON,19.0
1984-Pine County,PINE,25.0
1984-Pipestone County,PIPESTONE,28.0
1984-Polk County,POLK,25.0
1984-Pope County,POPE,28.0
1984-Ramsey County,RAMSEY,31.0
1984-Red Lake County,RED LAKE,23.0
1984-Redwood County,REDWOOD,37.0
1984-Renville County,RENVILLE,38.0
1984-Rice County,RICE,36.0
1984-Rock County,ROCK,35.0
1984-Roseau County,ROSEAU,24.0
1984-Scott County,SCOTT,33.0
1984-Sherburne County,SHERBURNE,30.0
1984-Sibley County,SIBLEY,38.0
1984-Stearns County,STEARNS,28.0
1984-Steele County,STEELE,34.0
1984-Stevens County,STEVENS,34.0
1984-Swift County,SWIFT,33.0
1984-Todd County,TODD,29.0
1984-Traverse County,TRAVERSE,31.0
1984-Wadena County,WADENA,23.0
1984-Waseca County,WASECA,37.0
1984-Washington County,WASHINGTON,34.0
1984-Watonwan County,WATONWAN,40.0
1984-Wilkin County,WILKIN,25.0
1984-Wright County,WRIGHT,31.0
1984-Yellow Medicine County,YELLOW MEDICINE,32.0
1985-Anoka County,ANOKA,23.0
1985-Becker County,BECKER,15.0
1985-Benton County,BENTON,29.0
1985-Big Stone County,BIG STONE,31.0
1985-Blue Earth County,BLUE EARTH,37.0
1985-Brown County,BROWN,37.0
1985-Carver County,CARVER,32.0
1985-Chippewa County,CHIPPEWA,34.0
1985-Chisago County,CHISAGO,25.0
1985-Clay County,CLAY,23.0
1985-Clearwater County,CLEARWATER,19.0
1985-Cottonwood County,COTTONWOOD,33.0
1985-Douglas County,DOUGLAS,26.0
1985-Faribault County,FARIBAULT,36.0
1985-Freeborn County,FREEBORN,34.0
1985-Grant County,GRANT,23.0
1985-Hennepin County,HENNEPIN,32.0
1985-Isanti County,ISANTI,24.0
1985-Jackson County,JACKSON,34.0
1985-Kanabec County,KANABEC,23.0
1985-Kandiyohi County,KANDIYOHI,30.0
1985-Kittson County,KITTSON,16.0
1985-Lac Qui Parle County,LAC QUI PARLE,31.0
1985-Le Sueur County,LE SUEUR,37.0
1985-Lincoln County,LINCOLN,28.0
1985-Lyon County,LYON,36.0
1985-Mahnomen County,MAHNOMEN,10.0
1985-Marshall County,MARSHALL,20.0
1985-Martin County,MARTIN,36.0
1985-Mcleod County,MCLEOD,33.0
1985-Meeker County,MEEKER,29.0
1985-Mille Lacs County,MILLE LACS,27.0
1985-Morrison County,MORRISON,29.0
1985-Murray County,MURRAY,32.0
1985-Nicollet County,NICOLLET,38.0
1985-Nobles County,NOBLES,29.0
1985-Norman County,NORMAN,18.0
1985-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,13.0
1985-Otter Tail County,OTTER TAIL,27.0
1985-Pennington County,PENNINGTON,19.0
1985-Pine County,PINE,25.0
1985-Pipestone County,PIPESTONE,30.0
1985-Polk County,POLK,21.0
1985-Pope County,POPE,27.0
1985-Ramsey County,RAMSEY,31.0
1985-Red Lake County,RED LAKE,11.0
1985-Redwood County,REDWOOD,35.0
1985-Renville County,RENVILLE,35.0
1985-Rice County,RICE,30.0
1985-Rock County,ROCK,34.0
1985-Roseau County,ROSEAU,9.0
1985-Scott County,SCOTT,32.0
1985-Sherburne County,SHERBURNE,34.0
1985-Sibley County,SIBLEY,36.0
1985-Stearns County,STEARNS,30.0
1985-Steele County,STEELE,32.0
1985-Stevens County,STEVENS,29.0
1985-Swift County,SWIFT,29.0
1985-Todd County,TODD,19.0
1985-Traverse County,TRAVERSE,33.0
1985-Wadena County,WADENA,20.0
1985-Waseca County,WASECA,36.0
1985-Washington County,WASHINGTON,31.0
1985-Watonwan County,WATONWAN,39.0
1985-Wilkin County,WILKIN,29.0
1985-Wright County,WRIGHT,33.0
1985-Yellow Medicine County,YELLOW MEDICINE,35.0
1986-Anoka County,ANOKA,29.0
1986-Becker County,BECKER,30.0
1986-Beltrami County,BELTRAMI,21.0
1986-Benton County,BENTON,30.0
1986-Big Stone County,BIG STONE,33.0
1986-Blue Earth County,BLUE EARTH,40.0
1986-Brown County,BROWN,38.0
1986-Carver County,CARVER,36.0
1986-Cass County,CASS,24.0
1986-Chippewa County,CHIPPEWA,33.0
1986-Chisago County,CHISAGO,30.0
1986-Clay County,CLAY,35.0
1986-Clearwater County,CLEARWATER,22.0
1986-Cottonwood County,COTTONWOOD,36.0
1986-Douglas County,DOUGLAS,30.0
1986-Faribault County,FARIBAULT,42.0
1986-Freeborn County,FREEBORN,41.0
1986-Grant County,GRANT,30.0
1986-Hennepin County,HENNEPIN,30.0
1986-Hubbard County,HUBBARD,25.0
1986-Isanti County,ISANTI,31.0
1986-Itasca County,ITASCA,
1986-Jackson County,JACKSON,36.0
1986-Kanabec County,KANABEC,29.0
1986-Kandiyohi County,KANDIYOHI,31.0
1986-Kittson County,KITTSON,21.0
1986-Koochiching County,KOOCHICHING,20.0
1986-Lac Qui Parle County,LAC QUI PARLE,33.0
1986-Lake Of The Woods County,LAKE OF THE WOODS,20.0
1986-Le Sueur County,LE SUEUR,40.0
1986-Lincoln County,LINCOLN,30.0
1986-Lyon County,LYON,35.0
1986-Mahnomen County,MAHNOMEN,26.0
1986-Marshall County,MARSHALL,27.0
1986-Martin County,MARTIN,44.0
1986-Mcleod County,MCLEOD,32.0
1986-Meeker County,MEEKER,30.0
1986-Mille Lacs County,MILLE LACS,29.0
1986-Morrison County,MORRISON,29.0
1986-Murray County,MURRAY,34.0
1986-Nicollet County,NICOLLET,38.0
1986-Nobles County,NOBLES,31.0
1986-Norman County,NORMAN,31.0
1986-Otter Tail County,OTTER TAIL,32.0
1986-Pennington County,PENNINGTON,25.0
1986-Pine County,PINE,29.0
1986-Pipestone County,PIPESTONE,31.0
1986-Polk County,POLK,31.0
1986-Pope County,POPE,30.0
1986-Ramsey County,RAMSEY,36.0
1986-Red Lake County,RED LAKE,29.0
1986-Redwood County,REDWOOD,35.0
1986-Renville County,RENVILLE,34.0
1986-Rice County,RICE,41.0
1986-Rock County,ROCK,31.0
1986-Roseau County,ROSEAU,23.0
1986-Scott County,SCOTT,36.0
1986-Sherburne County,SHERBURNE,40.0
1986-Sibley County,SIBLEY,34.0
1986-Stearns County,STEARNS,31.0
1986-Steele County,STEELE,39.0
1986-Stevens County,STEVENS,32.0
1986-Swift County,SWIFT,30.0
1986-Todd County,TODD,33.0
1986-Traverse County,TRAVERSE,31.0
1986-Wadena County,WADENA,30.0
1986-Waseca County,WASECA,40.0
1986-Washington County,WASHINGTON,35.0
1986-Watonwan County,WATONWAN,41.0
1986-Wilkin County,WILKIN,32.0
1986-Wright County,WRIGHT,33.0
1986-Yellow Medicine County,YELLOW MEDICINE,31.0
1987-Anoka County,ANOKA,31.0
1987-Becker County,BECKER,35.0
1987-Benton County,BENTON,31.0
1987-Big Stone County,BIG STONE,31.0
1987-Blue Earth County,BLUE EARTH,44.0
1987-Brown County,BROWN,42.0
1987-Carver County,CARVER,40.0
1987-Chippewa County,CHIPPEWA,39.0
1987-Chisago County,CHISAGO,32.0
1987-Clay County,CLAY,33.0
1987-Clearwater County,CLEARWATER,26.0
1987-Cottonwood County,COTTONWOOD,41.0
1987-Douglas County,DOUGLAS,30.0
1987-Faribault County,FARIBAULT,42.0
1987-Freeborn County,FREEBORN,44.0
1987-Grant County,GRANT,31.0
1987-Hennepin County,HENNEPIN,34.0
1987-Isanti County,ISANTI,31.0
1987-Jackson County,JACKSON,42.0
1987-Kanabec County,KANABEC,38.0
1987-Kandiyohi County,KANDIYOHI,37.0
1987-Kittson County,KITTSON,24.0
1987-Lac Qui Parle County,LAC QUI PARLE,34.0
1987-Le Sueur County,LE SUEUR,42.0
1987-Lincoln County,LINCOLN,35.0
1987-Lyon County,LYON,38.0
1987-Mahnomen County,MAHNOMEN,31.0
1987-Marshall County,MARSHALL,25.0
1987-Martin County,MARTIN,44.0
1987-Mcleod County,MCLEOD,40.0
1987-Meeker County,MEEKER,38.0
1987-Mille Lacs County,MILLE LACS,33.0
1987-Morrison County,MORRISON,20.0
1987-Murray County,MURRAY,39.0
1987-Nicollet County,NICOLLET,43.0
1987-Nobles County,NOBLES,39.0
1987-Norman County,NORMAN,33.0
1987-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,24.5
1987-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,26.0
1987-Otter Tail County,OTTER TAIL,32.0
1987-Pennington County,PENNINGTON,30.0
1987-Pine County,PINE,30.0
1987-Pipestone County,PIPESTONE,37.0
1987-Polk County,POLK,31.0
1987-Pope County,POPE,33.0
1987-Red Lake County,RED LAKE,31.0
1987-Redwood County,REDWOOD,40.0
1987-Renville County,RENVILLE,43.0
1987-Rice County,RICE,43.0
1987-Rock County,ROCK,40.0
1987-Roseau County,ROSEAU,20.0
1987-Scott County,SCOTT,40.0
1987-Sherburne County,SHERBURNE,30.0
1987-Sibley County,SIBLEY,41.0
1987-Stearns County,STEARNS,32.0
1987-Steele County,STEELE,44.0
1987-Stevens County,STEVENS,33.0
1987-Swift County,SWIFT,33.0
1987-Todd County,TODD,34.0
1987-Traverse County,TRAVERSE,30.0
1987-Wadena County,WADENA,33.0
1987-Waseca County,WASECA,43.0
1987-Washington County,WASHINGTON,39.0
1987-Watonwan County,WATONWAN,43.0
1987-Wilkin County,WILKIN,30.0
1987-Wright County,WRIGHT,37.0
1987-Yellow Medicine County,YELLOW MEDICINE,38.0
1988-Anoka County,ANOKA,19.0
1988-Becker County,BECKER,29.0
1988-Benton County,BENTON,21.0
1988-Big Stone County,BIG STONE,14.0
1988-Blue Earth County,BLUE EARTH,33.0
1988-Brown County,BROWN,24.0
1988-Carver County,CARVER,22.0
1988-Chippewa County,CHIPPEWA,18.0
1988-Chisago County,CHISAGO,22.0
1988-Clay County,CLAY,19.0
1988-Clearwater County,CLEARWATER,22.0
1988-Cottonwood County,COTTONWOOD,29.0
1988-Crow Wing County,CROW WING,20.0
1988-Douglas County,DOUGLAS,18.0
1988-Faribault County,FARIBAULT,35.0
1988-Freeborn County,FREEBORN,35.0
1988-Grant County,GRANT,18.0
1988-Hennepin County,HENNEPIN,18.0
1988-Isanti County,ISANTI,23.0
1988-Jackson County,JACKSON,34.0
1988-Kanabec County,KANABEC,23.0
1988-Kandiyohi County,KANDIYOHI,24.0
1988-Kittson County,KITTSON,10.0
1988-Lac Qui Parle County,LAC QUI PARLE,16.0
1988-Le Sueur County,LE SUEUR,27.0
1988-Lincoln County,LINCOLN,22.0
1988-Lyon County,LYON,20.0
1988-Mahnomen County,MAHNOMEN,25.0
1988-Marshall County,MARSHALL,11.0
1988-Martin County,MARTIN,34.0
1988-Mcleod County,MCLEOD,29.0
1988-Meeker County,MEEKER,22.0
1988-Mille Lacs County,MILLE LACS,19.0
1988-Morrison County,MORRISON,20.0
1988-Murray County,MURRAY,31.0
1988-Nicollet County,NICOLLET,25.0
1988-Nobles County,NOBLES,35.0
1988-Norman County,NORMAN,27.0
1988-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,22.0
1988-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,19.7
1988-Otter Tail County,OTTER TAIL,19.0
1988-Pennington County,PENNINGTON,19.0
1988-Pine County,PINE,13.0
1988-Pipestone County,PIPESTONE,23.0
1988-Polk County,POLK,19.0
1988-Pope County,POPE,19.0
1988-Red Lake County,RED LAKE,19.0
1988-Redwood County,REDWOOD,24.0
1988-Renville County,RENVILLE,23.0
1988-Rice County,RICE,29.0
1988-Rock County,ROCK,37.0
1988-Roseau County,ROSEAU,22.0
1988-Scott County,SCOTT,26.0
1988-Sherburne County,SHERBURNE,25.0
1988-Sibley County,SIBLEY,27.0
1988-Stearns County,STEARNS,21.0
1988-Steele County,STEELE,31.0
1988-Stevens County,STEVENS,16.0
1988-Swift County,SWIFT,19.0
1988-Todd County,TODD,22.0
1988-Traverse County,TRAVERSE,14.0
1988-Wadena County,WADENA,25.0
1988-Waseca County,WASECA,35.0
1988-Washington County,WASHINGTON,17.0
1988-Watonwan County,WATONWAN,30.0
1988-Wilkin County,WILKIN,16.0
1988-Wright County,WRIGHT,20.0
1988-Yellow Medicine County,YELLOW MEDICINE,18.0
1989-Anoka County,ANOKA,21.0
1989-Becker County,BECKER,21.0
1989-Benton County,BENTON,22.0
1989-Big Stone County,BIG STONE,34.0
1989-Blue Earth County,BLUE EARTH,43.0
1989-Brown County,BROWN,42.0
1989-Carver County,CARVER,41.0
1989-Chippewa County,CHIPPEWA,32.0
1989-Chisago County,CHISAGO,25.0
1989-Clay County,CLAY,22.0
1989-Clearwater County,CLEARWATER,17.0
1989-Cottonwood County,COTTONWOOD,40.0
1989-Douglas County,DOUGLAS,24.0
1989-Faribault County,FARIBAULT,43.0
1989-Freeborn County,FREEBORN,43.0
1989-Grant County,GRANT,30.0
1989-Hennepin County,HENNEPIN,35.0
1989-Isanti County,ISANTI,25.0
1989-Jackson County,JACKSON,41.0
1989-Kanabec County,KANABEC,21.0
1989-Kandiyohi County,KANDIYOHI,33.0
1989-Kittson County,KITTSON,20.0
1989-Lac Qui Parle County,LAC QUI PARLE,34.0
1989-Le Sueur County,LE SUEUR,43.0
1989-Lincoln County,LINCOLN,33.0
1989-Lyon County,LYON,35.0
1989-Mahnomen County,MAHNOMEN,24.0
1989-Marshall County,MARSHALL,14.0
1989-Martin County,MARTIN,43.0
1989-Mcleod County,MCLEOD,40.0
1989-Meeker County,MEEKER,36.0
1989-Mille Lacs County,MILLE LACS,24.0
1989-Murray County,MURRAY,37.0
1989-Nicollet County,NICOLLET,44.0
1989-Nobles County,NOBLES,41.0
1989-Norman County,NORMAN,19.0
1989-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,19.5
1989-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,32.5
1989-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,22.1
1989-Otter Tail County,OTTER TAIL,33.0
1989-Pennington County,PENNINGTON,20.0
1989-Pine County,PINE,20.0
1989-Pipestone County,PIPESTONE,33.0
1989-Polk County,POLK,19.0
1989-Pope County,POPE,32.0
1989-Red Lake County,RED LAKE,22.0
1989-Redwood County,REDWOOD,38.0
1989-Renville County,RENVILLE,40.0
1989-Rice County,RICE,43.0
1989-Rock County,ROCK,40.0
1989-Roseau County,ROSEAU,16.0
1989-Scott County,SCOTT,41.0
1989-Sherburne County,SHERBURNE,25.0
1989-Sibley County,SIBLEY,41.0
1989-Stearns County,STEARNS,28.0
1989-Steele County,STEELE,41.0
1989-Stevens County,STEVENS,36.0
1989-Swift County,SWIFT,33.0
1989-Todd County,TODD,19.0
1989-Traverse County,TRAVERSE,35.0
1989-Waseca County,WASECA,42.0
1989-Washington County,WASHINGTON,36.0
1989-Watonwan County,WATONWAN,41.0
1989-Wilkin County,WILKIN,24.0
1989-Wright County,WRIGHT,34.0
1989-Yellow Medicine County,YELLOW MEDICINE,35.0
1990-Anoka County,ANOKA,27.0
1990-Becker County,BECKER,29.0
1990-Benton County,BENTON,31.0
1990-Big Stone County,BIG STONE,34.0
1990-Blue Earth County,BLUE EARTH,41.0
1990-Brown County,BROWN,42.0
1990-Carver County,CARVER,42.0
1990-Chippewa County,CHIPPEWA,41.0
1990-Chisago County,CHISAGO,28.0
1990-Clay County,CLAY,26.0
1990-Clearwater County,CLEARWATER,25.0
1990-Cottonwood County,COTTONWOOD,43.0
1990-Douglas County,DOUGLAS,31.0
1990-Faribault County,FARIBAULT,41.0
1990-Freeborn County,FREEBORN,41.0
1990-Grant County,GRANT,31.0
1990-Hennepin County,HENNEPIN,39.0
1990-Isanti County,ISANTI,30.0
1990-Jackson County,JACKSON,44.0
1990-Kanabec County,KANABEC,28.0
1990-Kandiyohi County,KANDIYOHI,37.0
1990-Lac Qui Parle County,LAC QUI PARLE,39.0
1990-Le Sueur County,LE SUEUR,40.0
1990-Lincoln County,LINCOLN,39.0
1990-Lyon County,LYON,40.0
1990-Mahnomen County,MAHNOMEN,25.0
1990-Marshall County,MARSHALL,13.0
1990-Martin County,MARTIN,44.0
1990-Mcleod County,MCLEOD,38.0
1990-Meeker County,MEEKER,38.0
1990-Mille Lacs County,MILLE LACS,30.0
1990-Murray County,MURRAY,39.0
1990-Nicollet County,NICOLLET,44.0
1990-Nobles County,NOBLES,39.0
