index,County,"YIELD, MEASURED IN BU / ACRE"
1976-OTTER TAIL,OTTER TAIL,32.0
1976-PENNINGTON,PENNINGTON,62.1
1976-PINE,PINE,46.4
1976-PIPESTONE,PIPESTONE,38.1
1976-POLK,POLK,59.0
1976-POPE,POPE,27.7
1976-RAMSEY,RAMSEY,50.3
1976-RED LAKE,RED LAKE,58.7
1976-REDWOOD,REDWOOD,45.2
1976-RENVILLE,RENVILLE,52.4
1976-RICE,RICE,57.1
1976-ROCK,ROCK,53.7
1976-ROSEAU,ROSEAU,63.8
1976-SCOTT,SCOTT,51.8
1976-SHERBURNE,SHERBURNE,24.5
1976-SIBLEY,SIBLEY,51.7
1976-ST. LOUIS,ST. LOUIS,59.6
1976-STEARNS,STEARNS,39.0
1976-STEELE,STEELE,66.6
1976-STEVENS,STEVENS,32.1
1976-SWIFT,SWIFT,31.2
1976-TODD,TODD,32.6
1976-TRAVERSE,TRAVERSE,29.6
1976-WADENA,WADENA,35.4
1976-WASECA,WASECA,72.9
1976-WASHINGTON,WASHINGTON,37.6
1976-WATONWAN,WATONWAN,63.3
1976-WILKIN,WILKIN,27.2
1976-WRIGHT,WRIGHT,47.7
1976-YELLOW MEDICINE,YELLOW MEDICINE,26.1
1977-AITKIN,AITKIN,52.3
1977-ANOKA,ANOKA,64.7
1977-BECKER,BECKER,58.0
1977-BELTRAMI,BELTRAMI,48.6
1977-BENTON,BENTON,65.1
1977-BIG STONE,BIG STONE,76.0
1977-BLUE EARTH,BLUE EARTH,89.0
1977-BROWN,BROWN,81.2
1977-CARLTON,CARLTON,55.7
1977-CARVER,CARVER,81.4
1977-CASS,CASS,42.1
1977-CHIPPEWA,CHIPPEWA,78.0
1977-CHISAGO,CHISAGO,67.7
1977-CLAY,CLAY,64.8
1977-CLEARWATER,CLEARWATER,47.3
1977-COTTONWOOD,COTTONWOOD,86.5
1977-CROW WING,CROW WING,52.1
1977-DOUGLAS,DOUGLAS,62.6
1977-FARIBAULT,FARIBAULT,79.2
1977-FREEBORN,FREEBORN,76.1
1977-GRANT,GRANT,74.2
1977-HENNEPIN,HENNEPIN,66.9
1977-HUBBARD,HUBBARD,42.3
1977-ISANTI,ISANTI,66.1
1977-ITASCA,ITASCA,41.3
1977-JACKSON,JACKSON,81.1
1977-KANABEC,KANABEC,60.8
1977-KANDIYOHI,KANDIYOHI,74.6
1977-KITTSON,KITTSON,57.5
1977-KOOCHICHING,KOOCHICHING,56.5
1977-LAC QUI PARLE,LAC QUI PARLE,65.5
1977-LAKE,LAKE,
1977-LAKE OF THE WOODS,LAKE OF THE WOODS,67.0
1977-LE SUEUR,LE SUEUR,83.9
1977-LINCOLN,LINCOLN,68.1
1977-LYON,LYON,83.0
1977-MAHNOMEN,MAHNOMEN,48.2
1977-MARSHALL,MARSHALL,56.7
1977-MARTIN,MARTIN,79.4
1977-MCLEOD,MCLEOD,86.5
1977-MEEKER,MEEKER,74.9
1977-MILLE LACS,MILLE LACS,68.7
1977-MORRISON,MORRISON,62.0
1977-MURRAY,MURRAY,76.6
1977-NICOLLET,NICOLLET,81.7
1977-NOBLES,NOBLES,76.5
1977-NORMAN,NORMAN,60.4
1977-OTTER TAIL,OTTER TAIL,59.6
1977-PENNINGTON,PENNINGTON,57.5
1977-PINE,PINE,58.0
1977-PIPESTONE,PIPESTONE,64.2
1977-POLK,POLK,60.7
1977-POPE,POPE,66.9
1977-RAMSEY,RAMSEY,63.0
1977-RED LAKE,RED LAKE,53.6
1977-REDWOOD,REDWOOD,85.0
1977-RENVILLE,RENVILLE,84.1
1977-RICE,RICE,73.6
1977-ROCK,ROCK,76.5
1977-ROSEAU,ROSEAU,66.5
1977-SCOTT,SCOTT,77.0
1977-SHERBURNE,SHERBURNE,51.0
1977-SIBLEY,SIBLEY,89.0
1977-ST. LOUIS,ST. LOUIS,52.1
1977-STEARNS,STEARNS,69.4
1977-STEELE,STEELE,78.1
1977-STEVENS,STEVENS,74.3
1977-SWIFT,SWIFT,71.9
1977-TODD,TODD,61.3
1977-TRAVERSE,TRAVERSE,70.9
1977-WADENA,WADENA,55.3
1977-WASECA,WASECA,83.1
1977-WASHINGTON,WASHINGTON,66.1
1977-WATONWAN,WATONWAN,86.4
1977-WILKIN,WILKIN,58.7
1977-WRIGHT,WRIGHT,74.0
1977-YELLOW MEDICINE,YELLOW MEDICINE,76.0
1978-AITKIN,AITKIN,31.0
1978-ANOKA,ANOKA,40.0
1978-BECKER,BECKER,55.1
1978-BELTRAMI,BELTRAMI,44.9
1978-BENTON,BENTON,44.7
1978-BIG STONE,BIG STONE,54.2
1978-BLUE EARTH,BLUE EARTH,75.3
1978-BROWN,BROWN,56.8
1978-CARLTON,CARLTON,43.2
1978-CARVER,CARVER,56.3
1978-CASS,CASS,33.5
1978-CHIPPEWA,CHIPPEWA,49.0
1978-CHISAGO,CHISAGO,43.5
1978-CLAY,CLAY,61.6
1978-CLEARWATER,CLEARWATER,48.8
1978-COOK,COOK,
1978-COTTONWOOD,COTTONWOOD,62.7
1978-CROW WING,CROW WING,41.1
1978-DOUGLAS,DOUGLAS,53.1
1978-FARIBAULT,FARIBAULT,68.4
1978-FREEBORN,FREEBORN,63.7
1978-GRANT,GRANT,53.1
1978-HENNEPIN,HENNEPIN,52.3
1978-HUBBARD,HUBBARD,46.0
1978-ISANTI,ISANTI,48.7
1978-ITASCA,ITASCA,35.5
1978-JACKSON,JACKSON,69.3
1978-KANABEC,KANABEC,45.2
1978-KANDIYOHI,KANDIYOHI,47.7
1978-KITTSON,KITTSON,50.6
1978-KOOCHICHING,KOOCHICHING,36.9
1978-LAC QUI PARLE,LAC QUI PARLE,49.0
1978-LAKE,LAKE,
1978-LAKE OF THE WOODS,LAKE OF THE WOODS,53.0
1978-LE SUEUR,LE SUEUR,59.6
1978-LINCOLN,LINCOLN,44.5
1978-LYON,LYON,47.1
1978-MAHNOMEN,MAHNOMEN,57.8
1978-MARSHALL,MARSHALL,61.0
1978-MARTIN,MARTIN,71.1
1978-MCLEOD,MCLEOD,51.4
1978-MEEKER,MEEKER,47.8
1978-MILLE LACS,MILLE LACS,50.0
1978-MORRISON,MORRISON,50.8
1978-MURRAY,MURRAY,53.7
1978-NICOLLET,NICOLLET,66.9
1978-NOBLES,NOBLES,58.2
1978-NORMAN,NORMAN,62.0
1978-OTTER TAIL,OTTER TAIL,53.5
1978-PENNINGTON,PENNINGTON,61.0
1978-PINE,PINE,43.2
1978-PIPESTONE,PIPESTONE,47.7
1978-POLK,POLK,58.6
1978-POPE,POPE,50.3
1978-RAMSEY,RAMSEY,35.0
1978-RED LAKE,RED LAKE,57.8
1978-REDWOOD,REDWOOD,63.2
1978-RENVILLE,RENVILLE,54.4
1978-RICE,RICE,60.6
1978-ROCK,ROCK,56.3
1978-ROSEAU,ROSEAU,67.3
1978-SCOTT,SCOTT,54.0
1978-SHERBURNE,SHERBURNE,43.1
1978-SIBLEY,SIBLEY,62.1
1978-ST. LOUIS,ST. LOUIS,40.0
1978-STEARNS,STEARNS,48.2
1978-STEELE,STEELE,64.2
1978-STEVENS,STEVENS,58.1
1978-SWIFT,SWIFT,49.4
1978-TODD,TODD,51.1
1978-TRAVERSE,TRAVERSE,58.6
1978-WADENA,WADENA,47.7
1978-WASECA,WASECA,62.0
1978-WASHINGTON,WASHINGTON,50.3
1978-WATONWAN,WATONWAN,64.6
1978-WILKIN,WILKIN,58.7
1978-WRIGHT,WRIGHT,41.9
1978-YELLOW MEDICINE,YELLOW MEDICINE,49.4
1979-AITKIN,AITKIN,42.0
1979-ANOKA,ANOKA,47.0
1979-BECKER,BECKER,51.0
1979-BELTRAMI,BELTRAMI,41.0
1979-BENTON,BENTON,51.5
1979-BIG STONE,BIG STONE,65.0
1979-BLUE EARTH,BLUE EARTH,75.0
1979-BROWN,BROWN,61.0
1979-CARLTON,CARLTON,46.5
1979-CARVER,CARVER,60.0
1979-CASS,CASS,46.0
1979-CHIPPEWA,CHIPPEWA,67.0
1979-CHISAGO,CHISAGO,48.0
1979-CLAY,CLAY,60.0
1979-CLEARWATER,CLEARWATER,42.5
1979-COOK,COOK,42.0
1979-COTTONWOOD,COTTONWOOD,58.0
1979-CROW WING,CROW WING,44.0
1979-DOUGLAS,DOUGLAS,56.5
1979-FARIBAULT,FARIBAULT,73.0
1979-FREEBORN,FREEBORN,58.0
1979-GRANT,GRANT,57.0
1979-HENNEPIN,HENNEPIN,56.0
1979-HUBBARD,HUBBARD,45.0
1979-ISANTI,ISANTI,56.0
1979-ITASCA,ITASCA,41.0
1979-JACKSON,JACKSON,62.0
1979-KANABEC,KANABEC,50.0
1979-KANDIYOHI,KANDIYOHI,60.0
1979-KITTSON,KITTSON,50.0
1979-KOOCHICHING,KOOCHICHING,42.0
1979-LAC QUI PARLE,LAC QUI PARLE,63.0
1979-LAKE,LAKE,42.0
1979-LAKE OF THE WOODS,LAKE OF THE WOODS,63.0
1979-LE SUEUR,LE SUEUR,71.0
1979-LINCOLN,LINCOLN,60.0
1979-LYON,LYON,58.0
1979-MAHNOMEN,MAHNOMEN,52.5
1979-MARSHALL,MARSHALL,53.0
1979-MARTIN,MARTIN,58.0
1979-MCLEOD,MCLEOD,68.0
1979-MEEKER,MEEKER,68.0
1979-MILLE LACS,MILLE LACS,50.0
1979-MORRISON,MORRISON,52.5
1979-MURRAY,MURRAY,59.0
1979-NICOLLET,NICOLLET,68.0
1979-NOBLES,NOBLES,58.0
1979-NORMAN,NORMAN,54.0
1979-OTTER TAIL,OTTER TAIL,53.0
1979-PENNINGTON,PENNINGTON,44.0
1979-PINE,PINE,49.0
1979-PIPESTONE,PIPESTONE,58.0
1979-POLK,POLK,57.0
1979-POPE,POPE,60.5
1979-RAMSEY,RAMSEY,40.0
1979-RED LAKE,RED LAKE,50.0
1979-REDWOOD,REDWOOD,58.0
1979-RENVILLE,RENVILLE,69.0
1979-RICE,RICE,69.0
1979-ROCK,ROCK,60.0
1979-ROSEAU,ROSEAU,60.0
1979-SCOTT,SCOTT,68.0
1979-SHERBURNE,SHERBURNE,50.0
1979-SIBLEY,SIBLEY,64.0
1979-ST. LOUIS,ST. LOUIS,44.0
1979-STEARNS,STEARNS,55.5
1979-STEELE,STEELE,65.0
1979-STEVENS,STEVENS,62.0
1979-SWIFT,SWIFT,60.0
1979-TODD,TODD,55.5
1979-TRAVERSE,TRAVERSE,64.5
1979-WADENA,WADENA,54.5
1979-WASECA,WASECA,61.0
1979-WASHINGTON,WASHINGTON,56.0
1979-WATONWAN,WATONWAN,57.0
1979-WILKIN,WILKIN,60.0
1979-WRIGHT,WRIGHT,57.0
1979-YELLOW MEDICINE,YELLOW MEDICINE,68.0
1980-AITKIN,AITKIN,48.6
1980-ANOKA,ANOKA,54.6
1980-BECKER,BECKER,36.1
1980-BELTRAMI,BELTRAMI,29.6
1980-BENTON,BENTON,60.5
1980-BIG STONE,BIG STONE,60.8
1980-BLUE EARTH,BLUE EARTH,73.1
1980-BROWN,BROWN,75.5
1980-CARLTON,CARLTON,37.1
1980-CARVER,CARVER,72.0
1980-CASS,CASS,39.8
1980-CHIPPEWA,CHIPPEWA,71.7
1980-CHISAGO,CHISAGO,62.7
1980-CLAY,CLAY,44.1
1980-CLEARWATER,CLEARWATER,27.5
1980-COOK,COOK,
1980-COTTONWOOD,COTTONWOOD,71.8
1980-CROW WING,CROW WING,52.9
1980-DOUGLAS,DOUGLAS,44.1
1980-FARIBAULT,FARIBAULT,73.8
1980-FREEBORN,FREEBORN,62.0
1980-GRANT,GRANT,55.2
1980-HENNEPIN,HENNEPIN,61.3
1980-HUBBARD,HUBBARD,25.2
1980-ISANTI,ISANTI,53.1
1980-ITASCA,ITASCA,41.3
1980-JACKSON,JACKSON,70.2
1980-KANABEC,KANABEC,64.6
1980-KANDIYOHI,KANDIYOHI,68.6
1980-KITTSON,KITTSON,48.9
1980-KOOCHICHING,KOOCHICHING,43.0
1980-LAC QUI PARLE,LAC QUI PARLE,56.2
1980-LAKE,LAKE,50.0
1980-LAKE OF THE WOODS,LAKE OF THE WOODS,45.4
1980-LE SUEUR,LE SUEUR,58.3
1980-LINCOLN,LINCOLN,52.1
1980-LYON,LYON,61.5
1980-MAHNOMEN,MAHNOMEN,49.0
1980-MARSHALL,MARSHALL,28.6
1980-MARTIN,MARTIN,78.9
1980-MCLEOD,MCLEOD,77.6
1980-MEEKER,MEEKER,62.6
1980-MILLE LACS,MILLE LACS,67.4
1980-MORRISON,MORRISON,61.4
1980-MURRAY,MURRAY,64.5
1980-NICOLLET,NICOLLET,83.2
1980-NOBLES,NOBLES,60.5
1980-NORMAN,NORMAN,55.1
1980-OTTER TAIL,OTTER TAIL,41.5
1980-PENNINGTON,PENNINGTON,32.2
1980-PINE,PINE,58.2
1980-PIPESTONE,PIPESTONE,61.7
1980-POLK,POLK,41.3
1980-POPE,POPE,59.6
1980-RAMSEY,RAMSEY,51.0
1980-RED LAKE,RED LAKE,53.7
1980-REDWOOD,REDWOOD,74.7
1980-RENVILLE,RENVILLE,75.3
1980-RICE,RICE,67.3
1980-ROCK,ROCK,71.9
1980-ROSEAU,ROSEAU,38.9
1980-SCOTT,SCOTT,42.5
1980-SHERBURNE,SHERBURNE,54.5
1980-SIBLEY,SIBLEY,71.2
1980-ST. LOUIS,ST. LOUIS,49.6
1980-STEARNS,STEARNS,65.4
1980-STEELE,STEELE,67.5
1980-STEVENS,STEVENS,71.0
1980-SWIFT,SWIFT,58.3
1980-TODD,TODD,52.3
1980-TRAVERSE,TRAVERSE,55.9
1980-WADENA,WADENA,47.3
1980-WASECA,WASECA,75.0
1980-WASHINGTON,WASHINGTON,61.3
1980-WATONWAN,WATONWAN,74.8
1980-WILKIN,WILKIN,40.8
1980-WRIGHT,WRIGHT,64.8
1980-YELLOW MEDICINE,YELLOW MEDICINE,68.7
1981-AITKIN,AITKIN,46.2
1981-ANOKA,ANOKA,47.9
1981-BECKER,BECKER,59.8
1981-BELTRAMI,BELTRAMI,50.9
1981-BENTON,BENTON,61.0
1981-BIG STONE,BIG STONE,64.8
1981-BLUE EARTH,BLUE EARTH,51.3
1981-BROWN,BROWN,51.5
1981-CARLTON,CARLTON,49.5
1981-CARVER,CARVER,85.3
1981-CASS,CASS,48.1
1981-CHIPPEWA,CHIPPEWA,57.5
1981-CHISAGO,CHISAGO,47.3
1981-CLAY,CLAY,69.7
1981-CLEARWATER,CLEARWATER,55.0
1981-COOK,COOK,
1981-COTTONWOOD,COTTONWOOD,65.2
1981-CROW WING,CROW WING,49.9
1981-DOUGLAS,DOUGLAS,62.8
1981-FARIBAULT,FARIBAULT,60.1
1981-FREEBORN,FREEBORN,51.4
1981-GRANT,GRANT,71.3
1981-HENNEPIN,HENNEPIN,78.0
1981-HUBBARD,HUBBARD,44.0
1981-ISANTI,ISANTI,59.8
1981-ITASCA,ITASCA,48.9
1981-JACKSON,JACKSON,62.0
1981-KANABEC,KANABEC,57.7
1981-KANDIYOHI,KANDIYOHI,68.0
1981-KITTSON,KITTSON,56.3
1981-KOOCHICHING,KOOCHICHING,52.0
1981-LAC QUI PARLE,LAC QUI PARLE,58.8
1981-LAKE,LAKE,45.0
1981-LAKE OF THE WOODS,LAKE OF THE WOODS,52.5
1981-LE SUEUR,LE SUEUR,73.9
1981-LINCOLN,LINCOLN,56.7
1981-LYON,LYON,46.3
1981-MAHNOMEN,MAHNOMEN,63.0
1981-MARSHALL,MARSHALL,58.6
1981-MARTIN,MARTIN,73.5
1981-MCLEOD,MCLEOD,76.7
1981-MEEKER,MEEKER,68.2
1981-MILLE LACS,MILLE LACS,63.2
1981-MORRISON,MORRISON,61.2
1981-MURRAY,MURRAY,45.5
1981-NICOLLET,NICOLLET,60.5
1981-NOBLES,NOBLES,67.3
1981-NORMAN,NORMAN,73.5
1981-OTTER TAIL,OTTER TAIL,58.2
1981-PENNINGTON,PENNINGTON,56.0
1981-PINE,PINE,51.6
1981-PIPESTONE,PIPESTONE,44.1
1981-POLK,POLK,64.1
1981-POPE,POPE,70.6
1981-RAMSEY,RAMSEY,45.0
1981-RED LAKE,RED LAKE,55.5
1981-REDWOOD,REDWOOD,62.2
1981-RENVILLE,RENVILLE,71.1
1981-RICE,RICE,73.7
1981-ROCK,ROCK,52.7
1981-ROSEAU,ROSEAU,67.2
1981-SCOTT,SCOTT,74.6
1981-SHERBURNE,SHERBURNE,45.0
1981-SIBLEY,SIBLEY,86.7
1981-ST. LOUIS,ST. LOUIS,45.4
1981-STEARNS,STEARNS,68.3
1981-STEELE,STEELE,77.9
1981-STEVENS,STEVENS,71.6
1981-SWIFT,SWIFT,68.9
1981-TODD,TODD,57.8
1981-TRAVERSE,TRAVERSE,64.0
1981-WADENA,WADENA,54.2
1981-WASECA,WASECA,76.0
1981-WASHINGTON,WASHINGTON,56.0
1981-WATONWAN,WATONWAN,50.7
1981-WILKIN,WILKIN,63.0
1981-WRIGHT,WRIGHT,70.3
1981-YELLOW MEDICINE,YELLOW MEDICINE,63.3
1982-AITKIN,AITKIN,44.0
1982-BECKER,BECKER,50.0
1982-BELTRAMI,BELTRAMI,47.0
1982-BENTON,BENTON,58.0
1982-BIG STONE,BIG STONE,70.0
1982-BLUE EARTH,BLUE EARTH,70.0
1982-BROWN,BROWN,76.0
1982-CARLTON,CARLTON,45.0
1982-CARVER,CARVER,80.0
1982-CASS,CASS,38.0
1982-CHIPPEWA,CHIPPEWA,70.0
1982-CHISAGO,CHISAGO,55.0
1982-CLAY,CLAY,68.0
1982-CLEARWATER,CLEARWATER,53.0
1982-COTTONWOOD,COTTONWOOD,72.0
1982-CROW WING,CROW WING,49.0
1982-DOUGLAS,DOUGLAS,60.0
1982-FARIBAULT,FARIBAULT,75.0
1982-FREEBORN,FREEBORN,59.0
1982-GRANT,GRANT,72.0
1982-HENNEPIN,HENNEPIN,68.0
1982-HUBBARD,HUBBARD,36.0
1982-ISANTI,ISANTI,56.0
1982-ITASCA,ITASCA,37.0
1982-JACKSON,JACKSON,79.0
1982-KANABEC,KANABEC,59.0
1982-KANDIYOHI,KANDIYOHI,70.0
1982-KITTSON,KITTSON,61.0
1982-KOOCHICHING,KOOCHICHING,53.0
1982-LAC QUI PARLE,LAC QUI PARLE,65.0
1982-LAKE OF THE WOODS,LAKE OF THE WOODS,60.0
1982-LE SUEUR,LE SUEUR,75.0
1982-LINCOLN,LINCOLN,75.0
1982-LYON,LYON,74.0
1982-MAHNOMEN,MAHNOMEN,63.0
1982-MARSHALL,MARSHALL,66.0
1982-MARTIN,MARTIN,80.0
1982-MCLEOD,MCLEOD,75.0
1982-MEEKER,MEEKER,73.0
1982-MILLE LACS,MILLE LACS,63.0
1982-MORRISON,MORRISON,56.0
1982-MURRAY,MURRAY,73.0
1982-NICOLLET,NICOLLET,83.0
1982-NOBLES,NOBLES,76.0
1982-NORMAN,NORMAN,65.0
1982-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,54.0
1982-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,
1982-OTTER TAIL,OTTER TAIL,58.0
1982-PENNINGTON,PENNINGTON,60.0
1982-PINE,PINE,51.0
1982-PIPESTONE,PIPESTONE,77.0
1982-POLK,POLK,64.0
1982-POPE,POPE,71.0
1982-RED LAKE,RED LAKE,56.0
1982-REDWOOD,REDWOOD,75.0
1982-RENVILLE,RENVILLE,75.0
1982-RICE,RICE,67.0
1982-ROCK,ROCK,78.0
1982-ROSEAU,ROSEAU,65.0
1982-SCOTT,SCOTT,74.0
1982-SHERBURNE,SHERBURNE,52.0
1982-SIBLEY,SIBLEY,82.0
1982-ST. LOUIS,ST. LOUIS,37.0
1982-STEARNS,STEARNS,62.0
1982-STEELE,STEELE,62.0
1982-STEVENS,STEVENS,65.0
1982-SWIFT,SWIFT,64.0
1982-TODD,TODD,58.0
1982-TRAVERSE,TRAVERSE,64.0
1982-WADENA,WADENA,50.0
1982-WASECA,WASECA,72.0
1982-WASHINGTON,WASHINGTON,50.0
1982-WATONWAN,WATONWAN,82.0
1982-WILKIN,WILKIN,69.0
1982-WRIGHT,WRIGHT,70.0
1982-YELLOW MEDICINE,YELLOW MEDICINE,65.0
1983-AITKIN,AITKIN,50.0
1983-ANOKA,ANOKA,46.0
1983-BECKER,BECKER,56.0
1983-BELTRAMI,BELTRAMI,49.0
1983-BENTON,BENTON,55.0
1983-BIG STONE,BIG STONE,65.0
1983-BLUE EARTH,BLUE EARTH,57.0
1983-BROWN,BROWN,61.0
1983-CARLTON,CARLTON,52.0
1983-CARVER,CARVER,67.0
1983-CASS,CASS,47.0
1983-CHIPPEWA,CHIPPEWA,67.0
1983-CHISAGO,CHISAGO,53.0
1983-CLAY,CLAY,61.0
1983-CLEARWATER,CLEARWATER,55.0
1983-COOK,COOK,
1983-COTTONWOOD,COTTONWOOD,50.0
1983-CROW WING,CROW WING,49.0
1983-DOUGLAS,DOUGLAS,59.0
1983-FARIBAULT,FARIBAULT,55.0
1983-FREEBORN,FREEBORN,49.0
1983-GRANT,GRANT,65.0
1983-HENNEPIN,HENNEPIN,59.0
1983-HUBBARD,HUBBARD,44.0
1983-ISANTI,ISANTI,54.0
1983-ITASCA,ITASCA,51.0
1983-JACKSON,JACKSON,57.0
1983-KANABEC,KANABEC,54.0
1983-KANDIYOHI,KANDIYOHI,65.0
1983-KITTSON,KITTSON,54.0
1983-KOOCHICHING,KOOCHICHING,45.0
1983-LAC QUI PARLE,LAC QUI PARLE,61.0
1983-LAKE,LAKE,
1983-LAKE OF THE WOODS,LAKE OF THE WOODS,52.0
1983-LE SUEUR,LE SUEUR,56.0
1983-LINCOLN,LINCOLN,49.0
1983-LYON,LYON,49.0
1983-MAHNOMEN,MAHNOMEN,69.0
1983-MARSHALL,MARSHALL,50.0
1983-MARTIN,MARTIN,57.0
1983-MCLEOD,MCLEOD,66.0
1983-MEEKER,MEEKER,66.0
1983-MILLE LACS,MILLE LACS,55.0
1983-MORRISON,MORRISON,59.0
1983-MURRAY,MURRAY,49.0
1983-NICOLLET,NICOLLET,54.0
1983-NOBLES,NOBLES,56.0
1983-NORMAN,NORMAN,65.0
1983-OTTER TAIL,OTTER TAIL,57.0
1983-PENNINGTON,PENNINGTON,46.0
1983-PINE,PINE,53.0
1983-PIPESTONE,PIPESTONE,47.0
1983-POLK,POLK,58.0
1983-POPE,POPE,64.0
1983-RAMSEY,RAMSEY,50.0
1983-RED LAKE,RED LAKE,42.0
1983-REDWOOD,REDWOOD,58.0
1983-RENVILLE,RENVILLE,68.0
1983-RICE,RICE,53.0
1983-ROCK,ROCK,54.0
1983-ROSEAU,ROSEAU,56.0
1983-SCOTT,SCOTT,56.0
1983-SHERBURNE,SHERBURNE,45.0
1983-SIBLEY,SIBLEY,61.0
1983-ST. LOUIS,ST. LOUIS,40.0
1983-STEARNS,STEARNS,61.0
1983-STEELE,STEELE,57.0
1983-STEVENS,STEVENS,71.0
1983-SWIFT,SWIFT,62.0
1983-TODD,TODD,59.0
1983-TRAVERSE,TRAVERSE,55.0
1983-WADENA,WADENA,50.0
1983-WASECA,WASECA,58.0
1983-WASHINGTON,WASHINGTON,52.0
1983-WATONWAN,WATONWAN,59.0
1983-WILKIN,WILKIN,60.0
1983-WRIGHT,WRIGHT,58.0
1983-YELLOW MEDICINE,YELLOW MEDICINE,48.0
1984-AITKIN,AITKIN,45.0
1984-BECKER,BECKER,53.0
1984-BELTRAMI,BELTRAMI,51.0
1984-BENTON,BENTON,43.0
1984-BIG STONE,BIG STONE,81.0
1984-BLUE EARTH,BLUE EARTH,74.0
1984-BROWN,BROWN,80.0
1984-CARLTON,CARLTON,58.0
1984-CARVER,CARVER,77.0
1984-CASS,CASS,59.0
1984-CHIPPEWA,CHIPPEWA,73.0
1984-CHISAGO,CHISAGO,67.0
1984-CLAY,CLAY,72.0
1984-CLEARWATER,CLEARWATER,56.0
1984-COTTONWOOD,COTTONWOOD,75.0
1984-CROW WING,CROW WING,46.0
1984-DOUGLAS,DOUGLAS,64.0
1984-FARIBAULT,FARIBAULT,87.0
1984-FREEBORN,FREEBORN,68.0
1984-GRANT,GRANT,68.0
1984-HENNEPIN,HENNEPIN,59.0
1984-HUBBARD,HUBBARD,42.0
1984-ISANTI,ISANTI,52.0
1984-ITASCA,ITASCA,48.0
1984-JACKSON,JACKSON,71.0
1984-KANABEC,KANABEC,53.0
1984-KANDIYOHI,KANDIYOHI,67.0
1984-KITTSON,KITTSON,73.0
1984-KOOCHICHING,KOOCHICHING,47.0
1984-LAC QUI PARLE,LAC QUI PARLE,75.0
1984-LAKE OF THE WOODS,LAKE OF THE WOODS,72.0
1984-LE SUEUR,LE SUEUR,67.0
1984-LINCOLN,LINCOLN,68.0
1984-LYON,LYON,71.0
1984-MAHNOMEN,MAHNOMEN,75.0
1984-MARSHALL,MARSHALL,72.0
1984-MARTIN,MARTIN,83.0
1984-MCLEOD,MCLEOD,77.0
1984-MEEKER,MEEKER,67.0
1984-MILLE LACS,MILLE LACS,58.0
1984-MORRISON,MORRISON,57.0
1984-MURRAY,MURRAY,67.0
1984-NICOLLET,NICOLLET,85.0
1984-NOBLES,NOBLES,65.0
1984-NORMAN,NORMAN,77.0
1984-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,47.0
1984-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,
1984-OTTER TAIL,OTTER TAIL,62.0
1984-PENNINGTON,PENNINGTON,53.0
1984-PINE,PINE,45.0
1984-PIPESTONE,PIPESTONE,61.0
1984-POLK,POLK,68.0
1984-POPE,POPE,68.0
1984-RED LAKE,RED LAKE,56.0
1984-REDWOOD,REDWOOD,75.0
1984-RENVILLE,RENVILLE,79.0
1984-RICE,RICE,69.0
1984-ROCK,ROCK,73.0
1984-ROSEAU,ROSEAU,75.0
1984-SCOTT,SCOTT,62.0
1984-SHERBURNE,SHERBURNE,58.0
1984-SIBLEY,SIBLEY,79.0
1984-ST. LOUIS,ST. LOUIS,47.0
1984-STEARNS,STEARNS,61.0
1984-STEELE,STEELE,74.0
1984-STEVENS,STEVENS,76.0
1984-SWIFT,SWIFT,68.0
1984-TODD,TODD,58.0
1984-TRAVERSE,TRAVERSE,74.0
1984-WADENA,WADENA,48.0
1984-WASECA,WASECA,72.0
1984-WASHINGTON,WASHINGTON,65.0
1984-WATONWAN,WATONWAN,88.0
1984-WILKIN,WILKIN,67.0
1984-WRIGHT,WRIGHT,65.0
1984-YELLOW MEDICINE,YELLOW MEDICINE,72.0
1985-AITKIN,AITKIN,61.0
1985-BECKER,BECKER,53.0
1985-BELTRAMI,BELTRAMI,48.0
1985-BENTON,BENTON,65.0
1985-BIG STONE,BIG STONE,88.0
1985-BLUE EARTH,BLUE EARTH,81.0
1985-BROWN,BROWN,86.0
1985-CARLTON,CARLTON,59.0
1985-CARVER,CARVER,77.0
1985-CASS,CASS,49.0
1985-CHIPPEWA,CHIPPEWA,82.0
1985-CHISAGO,CHISAGO,62.0
1985-CLAY,CLAY,66.0
1985-CLEARWATER,CLEARWATER,58.0
1985-COTTONWOOD,COTTONWOOD,70.0
1985-CROW WING,CROW WING,60.0
1985-DOUGLAS,DOUGLAS,65.0
1985-FARIBAULT,FARIBAULT,94.0
1985-FREEBORN,FREEBORN,74.0
1985-GRANT,GRANT,81.0
1985-HENNEPIN,HENNEPIN,69.0
1985-HUBBARD,HUBBARD,49.0
1985-ISANTI,ISANTI,65.0
1985-ITASCA,ITASCA,46.0
1985-JACKSON,JACKSON,74.0
1985-KANABEC,KANABEC,63.0
1985-KANDIYOHI,KANDIYOHI,72.0
1985-KITTSON,KITTSON,63.0
1985-KOOCHICHING,KOOCHICHING,41.0
1985-LAC QUI PARLE,LAC QUI PARLE,86.0
