new_index,County,BU / ACRE
1978-Rock County,ROCK,108.5
1978-Roseau County,ROSEAU,58.0
1978-Scott County,SCOTT,119.7
1978-Sherburne County,SHERBURNE,91.2
1978-Sibley County,SIBLEY,126.0
1978-St. Louis County,ST. LOUIS,
1978-Stearns County,STEARNS,86.0
1978-Steele County,STEELE,117.8
1978-Stevens County,STEVENS,99.0
1978-Swift County,SWIFT,94.5
1978-Todd County,TODD,78.0
1978-Traverse County,TRAVERSE,65.0
1978-Wadena County,WADENA,61.0
1978-Waseca County,WASECA,127.9
1978-Washington County,WASHINGTON,96.9
1978-Watonwan County,WATONWAN,117.4
1978-Wilkin County,WILKIN,73.0
1978-Wright County,WRIGHT,94.0
1978-Yellow Medicine County,YELLOW MEDICINE,87.4
1979-Aitkin County,AITKIN,60.0
1979-Anoka County,ANOKA,82.0
1979-Becker County,BECKER,69.0
1979-Beltrami County,BELTRAMI,68.0
1979-Benton County,BENTON,78.0
1979-Big Stone County,BIG STONE,85.0
1979-Blue Earth County,BLUE EARTH,117.0
1979-Brown County,BROWN,107.0
1979-Carlton County,CARLTON,60.0
1979-Carver County,CARVER,107.0
1979-Cass County,CASS,59.0
1979-Chippewa County,CHIPPEWA,94.0
1979-Chisago County,CHISAGO,82.0
1979-Clay County,CLAY,72.0
1979-Clearwater County,CLEARWATER,65.0
1979-Cottonwood County,COTTONWOOD,103.0
1979-Crow Wing County,CROW WING,62.0
1979-Douglas County,DOUGLAS,69.0
1979-Faribault County,FARIBAULT,120.0
1979-Freeborn County,FREEBORN,119.0
1979-Grant County,GRANT,82.0
1979-Hennepin County,HENNEPIN,95.0
1979-Hubbard County,HUBBARD,70.0
1979-Isanti County,ISANTI,86.0
1979-Itasca County,ITASCA,59.0
1979-Jackson County,JACKSON,110.0
1979-Kanabec County,KANABEC,70.0
1979-Kandiyohi County,KANDIYOHI,94.0
1979-Kittson County,KITTSON,71.0
1979-Koochiching County,KOOCHICHING,61.0
1979-Lac Qui Parle County,LAC QUI PARLE,93.0
1979-Le Sueur County,LE SUEUR,116.0
1979-Lincoln County,LINCOLN,80.0
1979-Lyon County,LYON,84.0
1979-Mahnomen County,MAHNOMEN,68.0
1979-Marshall County,MARSHALL,69.0
1979-Martin County,MARTIN,114.0
1979-Mcleod County,MCLEOD,108.0
1979-Meeker County,MEEKER,93.0
1979-Mille Lacs County,MILLE LACS,79.0
1979-Morrison County,MORRISON,70.0
1979-Murray County,MURRAY,93.0
1979-Nicollet County,NICOLLET,112.0
1979-Nobles County,NOBLES,100.0
1979-Norman County,NORMAN,68.0
1979-Otter Tail County,OTTER TAIL,68.0
1979-Pennington County,PENNINGTON,55.0
1979-Pine County,PINE,78.0
1979-Pipestone County,PIPESTONE,82.0
1979-Polk County,POLK,69.0
1979-Pope County,POPE,76.0
1979-Ramsey County,RAMSEY,78.0
1979-Red Lake County,RED LAKE,69.0
1979-Redwood County,REDWOOD,95.0
1979-Renville County,RENVILLE,100.0
1979-Rice County,RICE,116.0
1979-Rock County,ROCK,107.0
1979-Roseau County,ROSEAU,67.0
1979-Scott County,SCOTT,107.0
1979-Sherburne County,SHERBURNE,91.0
1979-Sibley County,SIBLEY,111.0
1979-St. Louis County,ST. LOUIS,
1979-Stearns County,STEARNS,79.0
1979-Steele County,STEELE,115.0
1979-Stevens County,STEVENS,87.0
1979-Swift County,SWIFT,87.0
1979-Todd County,TODD,69.0
1979-Traverse County,TRAVERSE,67.0
1979-Wadena County,WADENA,70.0
1979-Waseca County,WASECA,124.0
1979-Washington County,WASHINGTON,97.0
1979-Watonwan County,WATONWAN,113.0
1979-Wilkin County,WILKIN,68.0
1979-Wright County,WRIGHT,93.0
1979-Yellow Medicine County,YELLOW MEDICINE,93.0
1980-Aitkin County,AITKIN,99.0
1980-Anoka County,ANOKA,90.0
1980-Becker County,BECKER,65.0
1980-Beltrami County,BELTRAMI,68.0
1980-Benton County,BENTON,83.0
1980-Big Stone County,BIG STONE,72.0
1980-Blue Earth County,BLUE EARTH,105.0
1980-Brown County,BROWN,105.0
1980-Carlton County,CARLTON,88.0
1980-Carver County,CARVER,95.0
1980-Cass County,CASS,86.0
1980-Chippewa County,CHIPPEWA,76.0
1980-Chisago County,CHISAGO,87.0
1980-Clay County,CLAY,71.0
1980-Clearwater County,CLEARWATER,48.0
1980-Cottonwood County,COTTONWOOD,109.0
1980-Crow Wing County,CROW WING,68.0
1980-Douglas County,DOUGLAS,65.0
1980-Faribault County,FARIBAULT,125.0
1980-Freeborn County,FREEBORN,110.0
1980-Grant County,GRANT,80.0
1980-Hennepin County,HENNEPIN,98.0
1980-Hubbard County,HUBBARD,84.0
1980-Isanti County,ISANTI,86.0
1980-Itasca County,ITASCA,76.0
1980-Jackson County,JACKSON,121.0
1980-Kanabec County,KANABEC,83.0
1980-Kandiyohi County,KANDIYOHI,92.0
1980-Koochiching County,KOOCHICHING,77.0
1980-Lac Qui Parle County,LAC QUI PARLE,79.0
1980-Lake Of The Woods County,LAKE OF THE WOODS,79.0
1980-Le Sueur County,LE SUEUR,71.0
1980-Lincoln County,LINCOLN,77.0
1980-Lyon County,LYON,95.0
1980-Mahnomen County,MAHNOMEN,68.0
1980-Marshall County,MARSHALL,56.0
1980-Martin County,MARTIN,130.0
1980-Mcleod County,MCLEOD,104.0
1980-Meeker County,MEEKER,100.0
1980-Mille Lacs County,MILLE LACS,98.0
1980-Morrison County,MORRISON,84.0
1980-Murray County,MURRAY,92.0
1980-Nicollet County,NICOLLET,100.0
1980-Nobles County,NOBLES,85.0
1980-Norman County,NORMAN,40.0
1980-Otter Tail County,OTTER TAIL,68.0
1980-Pennington County,PENNINGTON,58.0
1980-Pine County,PINE,84.0
1980-Pipestone County,PIPESTONE,79.0
1980-Polk County,POLK,52.0
1980-Pope County,POPE,88.0
1980-Ramsey County,RAMSEY,89.0
1980-Red Lake County,RED LAKE,52.0
1980-Redwood County,REDWOOD,102.0
1980-Renville County,RENVILLE,95.0
1980-Rice County,RICE,83.0
1980-Rock County,ROCK,102.0
1980-Roseau County,ROSEAU,42.0
1980-Scott County,SCOTT,71.0
1980-Sherburne County,SHERBURNE,95.0
1980-Sibley County,SIBLEY,98.0
1980-St. Louis County,ST. LOUIS,89.0
1980-Stearns County,STEARNS,89.0
1980-Steele County,STEELE,103.0
1980-Stevens County,STEVENS,96.0
1980-Swift County,SWIFT,82.0
1980-Todd County,TODD,77.0
1980-Traverse County,TRAVERSE,58.0
1980-Wadena County,WADENA,79.0
1980-Waseca County,WASECA,109.0
1980-Washington County,WASHINGTON,97.0
1980-Watonwan County,WATONWAN,115.0
1980-Wilkin County,WILKIN,77.0
1980-Wright County,WRIGHT,97.0
1980-Yellow Medicine County,YELLOW MEDICINE,95.0
1981-Aitkin County,AITKIN,110.0
1981-Anoka County,ANOKA,82.0
1981-Becker County,BECKER,80.0
1981-Beltrami County,BELTRAMI,68.0
1981-Benton County,BENTON,93.0
1981-Big Stone County,BIG STONE,85.0
1981-Blue Earth County,BLUE EARTH,85.0
1981-Brown County,BROWN,106.0
1981-Carlton County,CARLTON,83.0
1981-Carver County,CARVER,117.0
1981-Cass County,CASS,80.0
1981-Chippewa County,CHIPPEWA,97.0
1981-Chisago County,CHISAGO,82.0
1981-Clay County,CLAY,96.0
1981-Clearwater County,CLEARWATER,72.0
1981-Cottonwood County,COTTONWOOD,121.0
1981-Crow Wing County,CROW WING,67.0
1981-Douglas County,DOUGLAS,93.0
1981-Faribault County,FARIBAULT,119.0
1981-Freeborn County,FREEBORN,122.0
1981-Grant County,GRANT,89.0
1981-Hennepin County,HENNEPIN,110.0
1981-Hubbard County,HUBBARD,73.0
1981-Isanti County,ISANTI,84.0
1981-Itasca County,ITASCA,80.0
1981-Jackson County,JACKSON,131.0
1981-Kanabec County,KANABEC,84.0
1981-Kandiyohi County,KANDIYOHI,102.0
1981-Kittson County,KITTSON,69.0
1981-Lac Qui Parle County,LAC QUI PARLE,89.0
1981-Lake Of The Woods County,LAKE OF THE WOODS,73.0
1981-Le Sueur County,LE SUEUR,128.0
1981-Lincoln County,LINCOLN,89.0
1981-Lyon County,LYON,92.0
1981-Mahnomen County,MAHNOMEN,88.0
1981-Marshall County,MARSHALL,65.0
1981-Martin County,MARTIN,133.0
1981-Mcleod County,MCLEOD,117.0
1981-Meeker County,MEEKER,104.0
1981-Mille Lacs County,MILLE LACS,90.0
1981-Morrison County,MORRISON,85.0
1981-Murray County,MURRAY,93.0
1981-Nicollet County,NICOLLET,125.0
1981-Nobles County,NOBLES,116.0
1981-Norman County,NORMAN,84.0
1981-Otter Tail County,OTTER TAIL,93.0
1981-Pennington County,PENNINGTON,67.0
1981-Pine County,PINE,91.0
1981-Pipestone County,PIPESTONE,77.0
1981-Polk County,POLK,89.0
1981-Pope County,POPE,99.0
1981-Ramsey County,RAMSEY,101.0
1981-Red Lake County,RED LAKE,70.0
1981-Redwood County,REDWOOD,111.0
1981-Renville County,RENVILLE,117.0
1981-Rice County,RICE,129.0
1981-Rock County,ROCK,109.0
1981-Roseau County,ROSEAU,75.0
1981-Scott County,SCOTT,127.0
1981-Sherburne County,SHERBURNE,89.0
1981-Sibley County,SIBLEY,124.0
1981-Stearns County,STEARNS,93.0
1981-Steele County,STEELE,124.0
1981-Stevens County,STEVENS,109.0
1981-Swift County,SWIFT,105.0
1981-Todd County,TODD,82.0
1981-Traverse County,TRAVERSE,80.0
1981-Wadena County,WADENA,77.0
1981-Waseca County,WASECA,128.0
1981-Washington County,WASHINGTON,111.0
1981-Watonwan County,WATONWAN,128.0
1981-Wilkin County,WILKIN,93.0
1981-Wright County,WRIGHT,104.0
1981-Yellow Medicine County,YELLOW MEDICINE,105.0
1982-Aitkin County,AITKIN,57.0
1982-Anoka County,ANOKA,93.0
1982-Becker County,BECKER,70.0
1982-Beltrami County,BELTRAMI,57.0
1982-Benton County,BENTON,99.0
1982-Big Stone County,BIG STONE,83.0
1982-Blue Earth County,BLUE EARTH,136.0
1982-Brown County,BROWN,123.0
1982-Carlton County,CARLTON,75.0
1982-Carver County,CARVER,116.0
1982-Cass County,CASS,80.0
1982-Chippewa County,CHIPPEWA,115.0
1982-Chisago County,CHISAGO,84.0
1982-Clay County,CLAY,84.0
1982-Clearwater County,CLEARWATER,55.0
1982-Cottonwood County,COTTONWOOD,126.0
1982-Crow Wing County,CROW WING,64.0
1982-Douglas County,DOUGLAS,85.0
1982-Faribault County,FARIBAULT,137.0
1982-Freeborn County,FREEBORN,126.0
1982-Grant County,GRANT,90.0
1982-Hennepin County,HENNEPIN,109.0
1982-Hubbard County,HUBBARD,88.0
1982-Isanti County,ISANTI,89.0
1982-Itasca County,ITASCA,80.0
1982-Jackson County,JACKSON,130.0
1982-Kanabec County,KANABEC,80.0
1982-Kandiyohi County,KANDIYOHI,120.0
1982-Kittson County,KITTSON,56.0
1982-Koochiching County,KOOCHICHING,68.0
1982-Lac Qui Parle County,LAC QUI PARLE,92.0
1982-Lake Of The Woods County,LAKE OF THE WOODS,73.0
1982-Le Sueur County,LE SUEUR,113.0
1982-Lincoln County,LINCOLN,93.0
1982-Lyon County,LYON,116.0
1982-Mahnomen County,MAHNOMEN,57.0
1982-Marshall County,MARSHALL,68.0
1982-Martin County,MARTIN,133.0
1982-Mcleod County,MCLEOD,122.0
1982-Meeker County,MEEKER,115.0
1982-Mille Lacs County,MILLE LACS,95.0
1982-Morrison County,MORRISON,73.0
1982-Murray County,MURRAY,113.0
1982-Nicollet County,NICOLLET,132.0
1982-Nobles County,NOBLES,111.0
1982-Norman County,NORMAN,75.0
1982-Otter Tail County,OTTER TAIL,84.0
1982-Pennington County,PENNINGTON,53.0
1982-Pine County,PINE,83.0
1982-Pipestone County,PIPESTONE,99.0
1982-Polk County,POLK,60.0
1982-Pope County,POPE,102.0
1982-Ramsey County,RAMSEY,88.0
1982-Red Lake County,RED LAKE,70.0
1982-Redwood County,REDWOOD,124.0
1982-Renville County,RENVILLE,132.0
1982-Rice County,RICE,116.0
1982-Rock County,ROCK,107.0
1982-Roseau County,ROSEAU,50.0
1982-Scott County,SCOTT,120.0
1982-Sherburne County,SHERBURNE,101.0
1982-Sibley County,SIBLEY,125.0
1982-St. Louis County,ST. LOUIS,68.0
1982-Stearns County,STEARNS,105.0
1982-Steele County,STEELE,116.0
1982-Stevens County,STEVENS,101.0
1982-Swift County,SWIFT,112.0
1982-Todd County,TODD,82.0
1982-Traverse County,TRAVERSE,75.0
1982-Wadena County,WADENA,78.0
1982-Waseca County,WASECA,130.0
1982-Washington County,WASHINGTON,84.0
1982-Watonwan County,WATONWAN,138.0
1982-Wilkin County,WILKIN,90.0
1982-Wright County,WRIGHT,103.0
1982-Yellow Medicine County,YELLOW MEDICINE,118.7
1983-Aitkin County,AITKIN,73.0
1983-Anoka County,ANOKA,82.0
1983-Becker County,BECKER,58.0
1983-Beltrami County,BELTRAMI,74.0
1983-Benton County,BENTON,77.0
1983-Big Stone County,BIG STONE,75.0
1983-Blue Earth County,BLUE EARTH,88.0
1983-Brown County,BROWN,85.0
1983-Carlton County,CARLTON,94.0
1983-Carver County,CARVER,90.0
1983-Cass County,CASS,61.0
1983-Chippewa County,CHIPPEWA,72.0
1983-Chisago County,CHISAGO,85.0
1983-Clay County,CLAY,77.0
1983-Clearwater County,CLEARWATER,68.0
1983-Cottonwood County,COTTONWOOD,81.0
1983-Crow Wing County,CROW WING,62.0
1983-Douglas County,DOUGLAS,65.0
1983-Faribault County,FARIBAULT,88.0
1983-Freeborn County,FREEBORN,92.0
1983-Grant County,GRANT,79.0
1983-Hennepin County,HENNEPIN,81.0
1983-Hubbard County,HUBBARD,91.0
1983-Isanti County,ISANTI,83.0
1983-Itasca County,ITASCA,81.0
1983-Jackson County,JACKSON,88.0
1983-Kanabec County,KANABEC,84.0
1983-Kandiyohi County,KANDIYOHI,77.0
1983-Kittson County,KITTSON,47.0
1983-Koochiching County,KOOCHICHING,74.0
1983-Lac Qui Parle County,LAC QUI PARLE,65.0
1983-Lake Of The Woods County,LAKE OF THE WOODS,32.0
1983-Le Sueur County,LE SUEUR,91.0
1983-Lincoln County,LINCOLN,63.0
1983-Lyon County,LYON,69.0
1983-Mahnomen County,MAHNOMEN,64.0
1983-Marshall County,MARSHALL,60.0
1983-Martin County,MARTIN,89.0
1983-Mcleod County,MCLEOD,96.0
1983-Meeker County,MEEKER,77.0
1983-Mille Lacs County,MILLE LACS,77.0
1983-Morrison County,MORRISON,80.0
1983-Murray County,MURRAY,80.0
1983-Nicollet County,NICOLLET,93.0
1983-Nobles County,NOBLES,80.0
1983-Norman County,NORMAN,71.0
1983-Otter Tail County,OTTER TAIL,70.0
1983-Pennington County,PENNINGTON,57.0
1983-Pine County,PINE,83.0
1983-Pipestone County,PIPESTONE,68.0
1983-Polk County,POLK,65.0
1983-Pope County,POPE,80.0
1983-Ramsey County,RAMSEY,97.0
1983-Red Lake County,RED LAKE,53.0
1983-Redwood County,REDWOOD,82.0
1983-Renville County,RENVILLE,90.0
1983-Rice County,RICE,92.0
1983-Rock County,ROCK,73.0
1983-Roseau County,ROSEAU,50.0
1983-Scott County,SCOTT,85.0
1983-Sherburne County,SHERBURNE,77.0
1983-Sibley County,SIBLEY,96.0
1983-St. Louis County,ST. LOUIS,60.0
1983-Stearns County,STEARNS,74.0
1983-Steele County,STEELE,89.0
1983-Stevens County,STEVENS,85.0
1983-Swift County,SWIFT,76.0
1983-Todd County,TODD,81.0
1983-Traverse County,TRAVERSE,64.0
1983-Wadena County,WADENA,51.0
1983-Waseca County,WASECA,89.0
1983-Washington County,WASHINGTON,88.0
1983-Watonwan County,WATONWAN,91.0
1983-Wilkin County,WILKIN,67.0
1983-Wright County,WRIGHT,77.0
1983-Yellow Medicine County,YELLOW MEDICINE,71.0
1984-Aitkin County,AITKIN,53.0
1984-Anoka County,ANOKA,86.0
1984-Becker County,BECKER,58.0
1984-Beltrami County,BELTRAMI,47.0
1984-Benton County,BENTON,90.0
1984-Big Stone County,BIG STONE,87.0
1984-Blue Earth County,BLUE EARTH,129.0
1984-Brown County,BROWN,122.0
1984-Carlton County,CARLTON,70.0
1984-Carver County,CARVER,116.0
1984-Cass County,CASS,64.0
1984-Chippewa County,CHIPPEWA,97.0
1984-Chisago County,CHISAGO,90.0
1984-Clay County,CLAY,71.0
1984-Clearwater County,CLEARWATER,68.0
1984-Cottonwood County,COTTONWOOD,119.0
1984-Crow Wing County,CROW WING,50.0
1984-Douglas County,DOUGLAS,77.0
1984-Faribault County,FARIBAULT,130.0
1984-Freeborn County,FREEBORN,122.0
1984-Grant County,GRANT,87.0
1984-Hennepin County,HENNEPIN,96.0
1984-Hubbard County,HUBBARD,88.0
1984-Isanti County,ISANTI,89.0
1984-Itasca County,ITASCA,80.0
1984-Jackson County,JACKSON,113.0
1984-Kanabec County,KANABEC,76.0
1984-Kandiyohi County,KANDIYOHI,97.0
1984-Kittson County,KITTSON,63.0
1984-Koochiching County,KOOCHICHING,70.0
1984-Lac Qui Parle County,LAC QUI PARLE,85.0
1984-Lake Of The Woods County,LAKE OF THE WOODS,60.0
1984-Le Sueur County,LE SUEUR,124.0
1984-Lincoln County,LINCOLN,78.0
1984-Lyon County,LYON,95.0
1984-Mahnomen County,MAHNOMEN,69.0
1984-Marshall County,MARSHALL,52.0
1984-Martin County,MARTIN,127.0
1984-Mcleod County,MCLEOD,112.0
1984-Meeker County,MEEKER,103.0
1984-Mille Lacs County,MILLE LACS,83.0
1984-Morrison County,MORRISON,76.0
1984-Murray County,MURRAY,92.0
1984-Nicollet County,NICOLLET,137.0
1984-Nobles County,NOBLES,99.0
1984-Norman County,NORMAN,62.0
1984-Otter Tail County,OTTER TAIL,64.0
1984-Pennington County,PENNINGTON,54.0
1984-Pine County,PINE,75.0
1984-Pipestone County,PIPESTONE,84.0
1984-Polk County,POLK,67.0
1984-Pope County,POPE,88.0
1984-Ramsey County,RAMSEY,105.0
1984-Red Lake County,RED LAKE,57.0
1984-Redwood County,REDWOOD,112.0
1984-Renville County,RENVILLE,114.0
1984-Rice County,RICE,120.0
1984-Rock County,ROCK,105.0
1984-Roseau County,ROSEAU,61.0
1984-Scott County,SCOTT,117.0
1984-Sherburne County,SHERBURNE,96.0
1984-Sibley County,SIBLEY,124.0
1984-St. Louis County,ST. LOUIS,40.0
1984-Stearns County,STEARNS,97.0
1984-Steele County,STEELE,115.0
1984-Stevens County,STEVENS,105.0
1984-Swift County,SWIFT,98.0
1984-Todd County,TODD,83.0
1984-Traverse County,TRAVERSE,95.0
1984-Wadena County,WADENA,56.0
1984-Waseca County,WASECA,127.0
1984-Washington County,WASHINGTON,108.0
1984-Watonwan County,WATONWAN,135.0
1984-Wilkin County,WILKIN,69.0
1984-Wright County,WRIGHT,97.0
1984-Yellow Medicine County,YELLOW MEDICINE,93.0
1985-Aitkin County,AITKIN,60.0
1985-Anoka County,ANOKA,94.0
1985-Becker County,BECKER,59.0
1985-Beltrami County,BELTRAMI,48.0
1985-Benton County,BENTON,97.0
1985-Big Stone County,BIG STONE,100.0
1985-Blue Earth County,BLUE EARTH,133.0
1985-Brown County,BROWN,133.0
1985-Carlton County,CARLTON,
1985-Carver County,CARVER,119.0
1985-Cass County,CASS,50.0
1985-Chippewa County,CHIPPEWA,119.0
1985-Chisago County,CHISAGO,95.0
1985-Clay County,CLAY,75.0
1985-Clearwater County,CLEARWATER,55.0
1985-Cottonwood County,COTTONWOOD,126.0
1985-Crow Wing County,CROW WING,63.0
1985-Douglas County,DOUGLAS,85.0
1985-Faribault County,FARIBAULT,140.0
1985-Freeborn County,FREEBORN,125.0
1985-Grant County,GRANT,86.0
1985-Hennepin County,HENNEPIN,119.0
1985-Hubbard County,HUBBARD,60.0
1985-Isanti County,ISANTI,93.0
1985-Itasca County,ITASCA,60.0
1985-Jackson County,JACKSON,124.0
1985-Kanabec County,KANABEC,90.0
1985-Kandiyohi County,KANDIYOHI,110.0
1985-Kittson County,KITTSON,50.0
1985-Koochiching County,KOOCHICHING,55.0
1985-Lac Qui Parle County,LAC QUI PARLE,113.0
1985-Lake Of The Woods County,LAKE OF THE WOODS,44.0
1985-Le Sueur County,LE SUEUR,128.0
1985-Lincoln County,LINCOLN,106.0
1985-Lyon County,LYON,115.0
1985-Mahnomen County,MAHNOMEN,55.0
1985-Marshall County,MARSHALL,48.0
1985-Martin County,MARTIN,141.0
1985-Mcleod County,MCLEOD,122.0
1985-Meeker County,MEEKER,116.0
1985-Mille Lacs County,MILLE LACS,89.0
1985-Morrison County,MORRISON,94.0
1985-Murray County,MURRAY,114.0
1985-Nicollet County,NICOLLET,137.0
1985-Nobles County,NOBLES,112.0
1985-Norman County,NORMAN,58.0
1985-Otter Tail County,OTTER TAIL,77.0
1985-Pennington County,PENNINGTON,53.0
1985-Pine County,PINE,79.0
1985-Pipestone County,PIPESTONE,105.0
1985-Polk County,POLK,62.0
1985-Pope County,POPE,91.0
1985-Ramsey County,RAMSEY,120.0
1985-Red Lake County,RED LAKE,45.0
1985-Redwood County,REDWOOD,128.0
1985-Renville County,RENVILLE,130.0
1985-Rice County,RICE,111.0
1985-Rock County,ROCK,110.0
1985-Roseau County,ROSEAU,45.0
1985-Scott County,SCOTT,118.0
1985-Sherburne County,SHERBURNE,112.0
1985-Sibley County,SIBLEY,134.0
1985-St. Louis County,ST. LOUIS,64.0
1985-Stearns County,STEARNS,100.0
1985-Steele County,STEELE,116.0
1985-Stevens County,STEVENS,99.0
1985-Swift County,SWIFT,105.0
1985-Todd County,TODD,82.0
1985-Traverse County,TRAVERSE,101.0
1985-Wadena County,WADENA,71.0
1985-Waseca County,WASECA,129.0
1985-Washington County,WASHINGTON,118.0
1985-Watonwan County,WATONWAN,138.0
1985-Wilkin County,WILKIN,86.0
1985-Wright County,WRIGHT,112.0
1985-Yellow Medicine County,YELLOW MEDICINE,120.0
1986-Aitkin County,AITKIN,83.0
1986-Anoka County,ANOKA,93.0
1986-Becker County,BECKER,83.0
1986-Beltrami County,BELTRAMI,86.0
1986-Benton County,BENTON,107.0
1986-Big Stone County,BIG STONE,87.0
1986-Blue Earth County,BLUE EARTH,137.0
1986-Brown County,BROWN,135.0
1986-Carlton County,CARLTON,70.0
1986-Carver County,CARVER,123.0
1986-Cass County,CASS,83.0
1986-Chippewa County,CHIPPEWA,104.0
1986-Chisago County,CHISAGO,103.0
1986-Clay County,CLAY,96.0
1986-Clearwater County,CLEARWATER,72.0
1986-Cottonwood County,COTTONWOOD,138.0
1986-Crow Wing County,CROW WING,90.0
1986-Douglas County,DOUGLAS,89.0
1986-Faribault County,FARIBAULT,143.0
1986-Freeborn County,FREEBORN,134.0
1986-Grant County,GRANT,99.0
1986-Hennepin County,HENNEPIN,118.0
1986-Hubbard County,HUBBARD,95.0
1986-Isanti County,ISANTI,107.0
1986-Jackson County,JACKSON,134.0
1986-Kanabec County,KANABEC,104.0
1986-Kandiyohi County,KANDIYOHI,109.0
1986-Kittson County,KITTSON,74.0
1986-Koochiching County,KOOCHICHING,90.0
1986-Lac Qui Parle County,LAC QUI PARLE,113.0
1986-Le Sueur County,LE SUEUR,136.0
1986-Lincoln County,LINCOLN,92.0
1986-Lyon County,LYON,118.0
1986-Mahnomen County,MAHNOMEN,81.0
1986-Marshall County,MARSHALL,77.0
1986-Martin County,MARTIN,146.0
1986-Mcleod County,MCLEOD,121.0
1986-Meeker County,MEEKER,109.0
1986-Mille Lacs County,MILLE LACS,96.0
1986-Morrison County,MORRISON,96.0
1986-Murray County,MURRAY,122.0
1986-Nicollet County,NICOLLET,138.0
1986-Nobles County,NOBLES,111.0
1986-Norman County,NORMAN,83.0
1986-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,75.0
1986-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,89.7
1986-Otter Tail County,OTTER TAIL,99.0
1986-Pennington County,PENNINGTON,69.0
1986-Pine County,PINE,92.0
1986-Pipestone County,PIPESTONE,101.0
1986-Polk County,POLK,84.0
1986-Pope County,POPE,102.0
1986-Ramsey County,RAMSEY,103.0
1986-Red Lake County,RED LAKE,71.0
1986-Redwood County,REDWOOD,132.0
1986-Renville County,RENVILLE,129.0
1986-Rice County,RICE,139.0
1986-Rock County,ROCK,127.0
1986-Roseau County,ROSEAU,60.0
1986-Scott County,SCOTT,137.0
1986-Sherburne County,SHERBURNE,127.0
1986-Sibley County,SIBLEY,133.0
1986-Stearns County,STEARNS,105.0
1986-Steele County,STEELE,130.0
1986-Stevens County,STEVENS,110.0
1986-Swift County,SWIFT,106.0
1986-Todd County,TODD,96.0
1986-Traverse County,TRAVERSE,98.0
1986-Wadena County,WADENA,93.0
1986-Waseca County,WASECA,134.0
1986-Washington County,WASHINGTON,132.0
1986-Watonwan County,WATONWAN,141.0
1986-Wilkin County,WILKIN,89.0
1986-Wright County,WRIGHT,111.0
1986-Yellow Medicine County,YELLOW MEDICINE,119.0
1987-Aitkin County,AITKIN,101.0
1987-Anoka County,ANOKA,103.0
1987-Becker County,BECKER,90.0
1987-Beltrami County,BELTRAMI,92.0
1987-Benton County,BENTON,113.0
1987-Big Stone County,BIG STONE,93.0
1987-Blue Earth County,BLUE EARTH,142.0
1987-Brown County,BROWN,137.0
1987-Carver County,CARVER,133.0
1987-Cass County,CASS,100.0
1987-Chippewa County,CHIPPEWA,123.0
1987-Chisago County,CHISAGO,108.0
1987-Clay County,CLAY,105.0
1987-Clearwater County,CLEARWATER,85.0
1987-Cottonwood County,COTTONWOOD,130.0
1987-Crow Wing County,CROW WING,97.0
1987-Douglas County,DOUGLAS,102.0
1987-Faribault County,FARIBAULT,142.0
1987-Freeborn County,FREEBORN,143.0
1987-Grant County,GRANT,107.0
1987-Hennepin County,HENNEPIN,127.0
1987-Hubbard County,HUBBARD,101.0
1987-Isanti County,ISANTI,105.0
1987-Itasca County,ITASCA,84.0
1987-Jackson County,JACKSON,140.0
1987-Kanabec County,KANABEC,90.0
1987-Kandiyohi County,KANDIYOHI,124.0
1987-Kittson County,KITTSON,85.0
1987-Lac Qui Parle County,LAC QUI PARLE,105.0
1987-Le Sueur County,LE SUEUR,136.0
1987-Lincoln County,LINCOLN,112.0
1987-Lyon County,LYON,125.0
1987-Mahnomen County,MAHNOMEN,96.0
1987-Marshall County,MARSHALL,80.0
1987-Martin County,MARTIN,142.0
1987-Mcleod County,MCLEOD,142.0
1987-Meeker County,MEEKER,119.0
1987-Mille Lacs County,MILLE LACS,100.0
1987-Morrison County,MORRISON,89.0
1987-Murray County,MURRAY,125.0
1987-Nicollet County,NICOLLET,143.0
1987-Nobles County,NOBLES,126.0
1987-Norman County,NORMAN,97.0
1987-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,50.0
1987-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,100.7
1987-Other (Combined) Counties County,OTHER (COMBINED) COUNTIES,88.3
1987-Otter Tail County,OTTER TAIL,93.0
1987-Pennington County,PENNINGTON,94.0
1987-Pine County,PINE,99.0
1987-Pipestone County,PIPESTONE,117.0
1987-Polk County,POLK,104.0
1987-Pope County,POPE,113.0
1987-Red Lake County,RED LAKE,97.0
1987-Redwood County,REDWOOD,130.0
1987-Renville County,RENVILLE,145.0
1987-Rice County,RICE,139.0
1987-Rock County,ROCK,129.0
1987-Roseau County,ROSEAU,88.0
1987-Scott County,SCOTT,123.0
1987-Sherburne County,SHERBURNE,108.0
1987-Sibley County,SIBLEY,138.0
1987-Stearns County,STEARNS,112.0
1987-Steele County,STEELE,140.0
1987-Stevens County,STEVENS,118.0
1987-Swift County,SWIFT,117.0
1987-Todd County,TODD,104.0
1987-Traverse County,TRAVERSE,90.0
1987-Wadena County,WADENA,85.0
1987-Waseca County,WASECA,141.0
1987-Washington County,WASHINGTON,136.0
1987-Watonwan County,WATONWAN,140.0
